slide_path,output_dir,status,elapsed_seconds,log_path
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,6]_[14099,48734].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,6]_[14099,48734]",success,20.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,6]_[14099,48734]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,8]_[12318,48758].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,8]_[12318,48758]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,8]_[12318,48758]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,4]_[15780,48832].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,4]_[15780,48832]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,4]_[15780,48832]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,16,11]_[9549,49624].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,11]_[9549,49624]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,11]_[9549,49624]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,16,10]_[10439,49574].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,10]_[10439,49574]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,10]_[10439,49574]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,16,12]_[8658,49550].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,12]_[8658,49550]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,12]_[8658,49550]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,16,2]_[17437,49822].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,2]_[17437,49822]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,2]_[17437,49822]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,16,4]_[15731,49698].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,4]_[15731,49698]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,4]_[15731,49698]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,16,13]_[7669,49599].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,13]_[7669,49599]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,13]_[7669,49599]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,16,8]_[12294,49574].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,8]_[12294,49574]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,16,8]_[12294,49574]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,17,1]_[18278,50737].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,1]_[18278,50737]",success,22.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,1]_[18278,50737]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,17,13]_[7694,50415].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,13]_[7694,50415]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,13]_[7694,50415]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,17,5]_[14840,50564].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,5]_[14840,50564]",success,20.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,5]_[14840,50564]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,17,9]_[11379,50514].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,9]_[11379,50514]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,9]_[11379,50514]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,17,3]_[16547,50588].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,3]_[16547,50588]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,17,3]_[16547,50588]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,18,13]_[7645,51231].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,18,13]_[7645,51231]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,18,13]_[7645,51231]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,18,1]_[18204,51528].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,18,1]_[18204,51528]",success,22.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,18,1]_[18204,51528]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,19,12]_[8733,51973].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,12]_[8733,51973]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,12]_[8733,51973]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,18,5]_[14766,51404].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,18,5]_[14766,51404]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,18,5]_[14766,51404]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,19,13]_[7818,52047].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,13]_[7818,52047]",success,22.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,13]_[7818,52047]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,19,10]_[10464,52220].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,10]_[10464,52220]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,10]_[10464,52220]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,19,4]_[15558,52270].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,4]_[15558,52270]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,4]_[15558,52270]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,19,2]_[17190,52294].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,2]_[17190,52294]",success,22.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,2]_[17190,52294]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,19,6]_[13802,52245].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,6]_[13802,52245]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,6]_[13802,52245]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,1]_[18773,38349].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,1]_[18773,38349]",success,21.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,1]_[18773,38349]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,10]_[10885,38201].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,10]_[10885,38201]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,10]_[10885,38201]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,19,8]_[12145,52196].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,8]_[12145,52196]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,19,8]_[12145,52196]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,13]_[8239,38250].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,13]_[8239,38250]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,13]_[8239,38250]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,11]_[9995,38176].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,11]_[9995,38176]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,11]_[9995,38176]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,6]_[14347,38225].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,6]_[14347,38225]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,6]_[14347,38225]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,3]_[16943,38250].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,3]_[16943,38250]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,3]_[16943,38250]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,7]_[13457,38176].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,7]_[13457,38176]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,7]_[13457,38176]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,5]_[15163,38176].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,5]_[15163,38176]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,5]_[15163,38176]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,20,10]_[10464,53135].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,10]_[10464,53135]",success,20.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,10]_[10464,53135]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,2,9]_[11726,38151].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,9]_[11726,38151]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,2,9]_[11726,38151]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,20,2]_[17066,53160].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,2]_[17066,53160]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,2]_[17066,53160]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,20,12]_[8757,53135].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,12]_[8757,53135]",success,21.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,12]_[8757,53135]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,20,4]_[15508,53160].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,4]_[15508,53160]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,4]_[15508,53160]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,20,8]_[12096,53135].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,8]_[12096,53135]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,8]_[12096,53135]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,20,13]_[7744,52937].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,13]_[7744,52937]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,13]_[7744,52937]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,20,6]_[13752,53135].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,6]_[13752,53135]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,20,6]_[13752,53135]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,1]_[18773,39239].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,1]_[18773,39239]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,1]_[18773,39239]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,12]_[9129,39041].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,12]_[9129,39041]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,12]_[9129,39041]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,2]_[17834,39140].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,2]_[17834,39140]",success,21.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,2]_[17834,39140]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,10]_[10910,39066].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,10]_[10910,39066]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,10]_[10910,39066]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,6]_[14273,39066].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,6]_[14273,39066]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,6]_[14273,39066]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,5]_[15163,39066].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,5]_[15163,39066]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,5]_[15163,39066]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,4,10]_[10860,39857].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,10]_[10860,39857]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,10]_[10860,39857]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,8]_[12591,39041].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,8]_[12591,39041]",success,22.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,8]_[12591,39041]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,4,12]_[9080,39857].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,12]_[9080,39857]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,12]_[9080,39857]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,4,8]_[12567,39882].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,8]_[12567,39882]",success,21.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,8]_[12567,39882]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,3,9]_[11726,39017].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,9]_[11726,39017]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,3,9]_[11726,39017]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,4,2]_[17834,40030].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,2]_[17834,40030]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,2]_[17834,40030]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,5,10]_[10885,40649].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,10]_[10885,40649]",success,20.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,10]_[10885,40649]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,4,9]_[11701,39857].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,9]_[11701,39857]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,4,9]_[11701,39857]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,5,11]_[10020,40624].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,11]_[10020,40624]",success,22.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,11]_[10020,40624]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,5,13]_[7918,40624].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,13]_[7918,40624]",success,22.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,13]_[7918,40624]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,5,2]_[17784,40896].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,2]_[17784,40896]",success,23.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,2]_[17784,40896]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,5,1]_[18748,40945].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,1]_[18748,40945]",success,23.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,1]_[18748,40945]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,5,9]_[11726,40673].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,9]_[11726,40673]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,9]_[11726,40673]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,5,3]_[16894,40846].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,3]_[16894,40846]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,5,3]_[16894,40846]/batch_run.log"
